Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Elm
Altitude [m asl]:         958 m
Coordinates:              46° 55.4' N / 9° 10.5' E

Reference date of homogenization:
         Temperature:     01.12.2020
         Precipitation:   01.12.2022

Last inhomogeneity provisionally corrected:
         Temperature:     no
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.08.2024


Year  Month        Temperature      Precipitation  
1951      8               13.8              138.7  
1951      9               11.6               57.9  
1951     10                5.7               53.2  
1951     11                4.2              170.8  
1951     12               -1.0               36.0  
1952      1               -4.3              122.6  
1952      2               -4.6              154.8  
1952      3                2.0              135.9  
1952      4                7.1               51.5  
1952      5               10.4               88.0  
1952      6               13.8              110.7  
1952      7               16.9              109.6  
1952      8               14.6              117.7  
1952      9                8.0              191.9  
1952     10                5.5              171.3  
1952     11               -0.8              241.0  
1952     12               -3.2              131.4  
1953      1               -7.3               43.8  
1953      2               -4.3               51.0  
1953      3                0.7               13.0  
1953      4                6.1              124.7  
1953      5               10.6              114.1  
1953      6               11.3              252.0  
1953      7               14.6              188.8  
1953      8               13.4              107.4  
1953      9               12.0              111.0  
1953     10                7.9               80.2  
1953     11                1.4               16.0  
1953     12                1.2               55.4  
1954      1               -6.1              182.7  
1954      2               -3.8               60.2  
1954      3                2.2               42.7  
1954      4                3.1              119.4  
1954      5                8.5              114.5  
1954      6               12.6              176.0  
1954      7               11.6              171.7  
1954      8               12.0              280.7  
1954      9               10.8              179.5  
1954     10                6.3              113.3  
1954     11                2.4               48.6  
1954     12               -0.9              257.0  
1955      1               -0.9              125.2  
1955      2               -2.2              182.3  
1955      3               -1.6               50.4  
1955      4                4.7               84.9  
1955      5                8.6              113.1  
1955      6               12.6              158.2  
1955      7               13.5              231.0  
1955      8               12.6              105.5  
1955      9                9.8               81.7  
1955     10                4.7               75.6  
1955     11                0.2               28.2  
1955     12                0.6              107.5  
1956      1               -1.6              105.5  
1956      2              -12.6               34.4  
1956      3                1.1              132.8  
1956      4                3.6              103.8  
1956      5                9.7              126.5  
1956      6                9.8              174.2  
1956      7               14.0              154.1  
1956      8               12.2              267.7  
1956      9               12.1              149.2  
1956     10                3.8              148.2  
1956     11               -1.6               65.8  
1956     12               -2.8               20.9  
1957      1               -3.7               42.5  
1957      2                1.2              148.8  
1957      3                4.8               73.4  
1957      4                5.1               58.7  
1957      5                6.4              120.3  
1957      6               13.7              183.2  
1957      7               14.0              169.0  
1957      8               12.4              214.6  
1957      9                9.4              150.7  
1957     10                6.1               24.6  
1957     11                1.8               47.2  
1957     12               -2.1               46.5  
1958      1               -3.8              113.8  
1958      2                0.1              280.6  
1958      3               -3.2               89.2  
1958      4                2.4              152.1  
1958      5               12.0               94.3  
1958      6               12.0              124.5  
1958      7               14.6              165.3  
1958      8               14.4              171.4  
1958      9               12.4               86.4  
1958     10                5.0              246.0  
1958     11                0.4               49.9  
1958     12               -0.5              100.7  
1959      1               -3.2              127.1  
1959      2               -1.0               23.1  
1959      3                4.6               67.3  
1959      4                5.9               87.1  
1959      5               10.0               96.2  
1959      6               12.2              174.4  
1959      7               15.6              155.7  
1959      8               13.3               88.3  
1959      9               11.9               39.6  
1959     10                5.9              119.1  
1959     11                0.5              100.9  
1959     12               -0.3              116.8  
1960      1               -3.3               79.3  
1960      2               -0.8               55.1  
1960      3                3.4               85.2  
1960      4                4.8               98.2  
1960      5               10.7               73.3  
1960      6               13.6              120.3  
1960      7               11.8              251.4  
1960      8               12.9              229.8  
1960      9                9.4              213.8  
1960     10                6.6              158.1  
1960     11                3.0              105.0  
1960     12               -2.6               83.1  
1961      1               -3.2               61.7  
1961      2                1.2              133.0  
1961      3                1.6               61.3  
1961      4                8.2               83.2  
1961      5                7.9              194.6  
1961      6               13.5              104.6  
1961      7               12.9              181.7  
1961      8               12.9              163.8  
1961      9               13.9               36.0  
1961     10                7.2               94.8  
1961     11                1.4               40.7  
1961     12               -1.0              153.4  
1962      1               -2.5              130.2  
1962      2               -3.4              141.0  
1962      3               -2.0               98.2  
1962      4                4.7              116.2  
1962      5                7.5              171.7  
1962      6               11.3               80.0  
1962      7               12.9              158.7  
1962      8               14.7              128.2  
1962      9               10.3               81.1  
1962     10                6.8               20.8  
1962     11                0.3               47.2  
1962     12               -6.2              234.3  
1963      1               -8.6               70.7  
1963      2               -7.1               38.6  
1963      3               -0.3              157.1  
1963      4                5.9               82.3  
1963      5                8.7              116.8  
1963      6               12.4              161.4  
1963      7               15.0              119.7  
1963      8               12.6              192.2  
1963      9               10.9               92.2  
1963     10                6.1               77.7  
1963     11                4.5              123.1  
1963     12               -4.1               11.7  
1964      1               -5.6               31.3  
1964      2               -0.6               48.5  
1964      3                0.4              109.2  
1964      4                6.0              141.3  
1964      5               11.4              119.5  
1964      6               14.1              154.6  
1964      7               15.9              146.3  
1964      8               12.9              141.3  
1964      9               11.0               89.8  
1964     10                4.7              151.8  
1964     11                2.1              178.7  
1964     12               -3.3               93.1  
1965      1               -1.4               74.8  
1965      2               -6.8               81.9  
1965      3                0.2               85.7  
1965      4                3.1              181.2  
1965      5                8.7              146.3  
1965      6               12.9              193.3  
1965      7               12.8              158.5  
1965      8               12.6              196.4  
1965      9                9.3              245.4  
1965     10                6.5                7.5  
1965     11                1.3              133.4  
1965     12               -0.8              242.6  
1966      1               -5.4               80.6  
1966      2                2.8              106.2  
1966      3               -0.8              209.8  
1966      4                6.4              100.6  
1966      5                9.6              185.4  
1966      6               13.6              153.2  
1966      7               12.2              193.0  
1966      8               12.0              187.3  
1966      9               12.0               67.2  
1966     10                9.7               79.3  
1966     11                0.3              159.3  
1966     12               -2.1              189.6  
1967      1               -3.9              109.9  
1967      2               -1.0               78.2  
1967      3                1.7              201.7  
1967      4                3.3              116.1  
1967      5                9.5              179.4  
1967      6               11.7              106.3  
1967      7               16.5              126.7  
1967      8               14.0              141.1  
1967      9               10.1              178.7  
1967     10                8.5               53.5  
1967     11                2.4               66.3  
1967     12               -4.8              119.2  
1968      1               -4.4              329.6  
1968      2               -0.4               50.9  
1968      3                0.2              123.0  
1968      4                5.8               88.8  
1968      5                9.2              186.6  
1968      6               12.5               93.5  
1968      7               13.6              145.2  
1968      8               12.2              181.5  
1968      9                9.7              227.6  
1968     10                8.4               36.5  
1968     11                1.8               88.2  
1968     12               -3.2              114.6  
1969      1               -1.7               63.0  
1969      2               -4.1               72.9  
1969      3                0.7               43.9  
1969      4                4.8              132.8  
1969      5               10.6              138.5  
1969      6               10.6              217.2  
1969      7               15.2              119.8  
1969      8               12.7              197.4  
1969      9               11.8               32.8  
1969     10                7.5               16.5  
1969     11                1.8              156.1  
1969     12               -7.7              114.7  
1970      1               -1.7               50.0  
1970      2               -2.8              300.5  
1970      3               -1.8              118.2  
1970      4                1.7              237.1  
1970      5                7.9              124.2  
1970      6               13.9               92.2  
1970      7               13.5              164.9  
1970      8               13.8              243.0  
1970      9               11.4              122.3  
1970     10                5.8              159.3  
1970     11                3.3              125.2  
1970     12               -3.9               53.8  
1971      1               -2.9               11.2  
1971      2               -3.1               87.1  
1971      3               -3.0               60.1  
1971      4                7.3               37.2  
1971      5               11.7               81.6  
1971      6               10.5              221.4  
1971      7               15.0               61.2  
1971      8               14.8              182.5  
1971      9                9.7               62.2  
1971     10                6.9               13.9  
1971     11                0.0              125.5  
1971     12               -1.1               55.6  
1972      1               -1.9               42.9  
1972      2                2.7               24.5  
1972      3                4.0               41.9  
1972      4                4.0              147.0  
1972      5                8.1              142.1  
1972      6               11.3              106.4  
1972      7               13.3              165.5  
1972      8               12.9              124.9  
1972      9                7.7               68.4  
1972     10                4.7               90.1  
1972     11                1.6              170.0  
1972     12               -0.9               15.7  
1973      1               -3.2               68.9  
1973      2               -4.4               96.1  
1973      3               -0.8               41.3  
1973      4                1.2              138.6  
1973      5               10.8              103.0  
1973      6               13.1              150.2  
1973      7               13.4              255.9  
1973      8               15.4              121.4  
1973      9               11.5               79.0  
1973     10                5.0              135.7  
1973     11                1.1              178.3  
1973     12               -1.7              125.9  
1974      1                0.0               91.4  
1974      2                0.3               97.3  
1974      3                3.3               68.9  
1974      4                4.9               83.9  
1974      5                8.2              140.2  
1974      6               11.0              142.7  
1974      7               13.4              159.8  
1974      8               14.8              165.0  
1974      9               10.3              151.6  
1974     10                0.9              240.6  
1974     11                0.8              192.7  
1974     12               -0.4              179.1  
1975      1                0.5              107.2  
1975      2               -0.9               26.3  
1975      3                0.2              119.2  
1975      4                3.5              184.6  
1975      5                9.6               73.7  
1975      6               10.8              139.1  
1975      7               14.1              146.1  
1975      8               13.8              188.5  
1975      9               13.4              107.1  
1975     10                5.2               70.6  
1975     11                0.5              149.0  
1975     12               -3.9               15.9  
1976      1               -2.6              119.8  
1976      2               -0.7               29.1  
1976      3               -0.1               36.7  
1976      4                4.7               83.7  
1976      5               10.1               82.9  
1976      6               14.6              109.0  
1976      7               14.8              225.3  
1976      8               12.3               99.2  
1976      9                9.7              194.8  
1976     10                9.0              134.4  
1976     11                0.9               94.3  
1976     12               -3.6              120.1  
1977      1               -1.6               83.4  
1977      2                0.8              137.5  
1977      3                4.2              101.7  
1977      4                2.8              266.5  
1977      5                9.7               77.5  
1977      6               12.6              111.4  
1977      7               13.6              194.7  
1977      8               12.4              234.8  
1977      9                9.4               71.0  
1977     10                8.9               94.9  
1977     11                0.9              171.5  
1977     12               -0.6               83.8  
1978      1               -2.7              120.6  
1978      2               -2.2              160.9  
1978      3                1.4              200.3  
1978      4                3.9               82.2  
1978      5                8.1              150.5  
1978      6               11.6              145.9  
1978      7               13.5              162.2  
1978      8               12.6              183.0  
1978      9               10.2              120.8  
1978     10                5.9              104.6  
1978     11                0.7               22.2  
1978     12               -0.3               52.3  
1979      1               -4.4               78.1  
1979      2               -0.7               50.9  
1979      3                2.1              210.1  
1979      4                3.3              100.0  
1979      5                9.8              138.4  
1979      6               12.9              193.5  
1979      7               13.6               70.5  
1979      8               12.2              213.2  
1979      9               10.7              104.5  
1979     10                9.4              126.1  
1979     11                0.3              230.1  
1979     12                0.3              182.9  
1980      1               -4.2              107.0  
1980      2               -0.3               89.0  
1980      3                1.3               87.2  
1980      4                1.8              141.2  
1980      5                7.9               88.6  
1980      6               10.7              243.4  
1980      7               12.0              180.7  
1980      8               14.7              106.2  
1980      9               12.7               38.7  
1980     10                6.3              185.1  
1980     11                0.7               45.9  
1980     12               -4.1              114.2  
1981      1               -5.2              211.3  
1981      2               -4.8               58.9  
1981      3                3.0              130.6  
1981      4                7.0               22.1  
1981      5                9.5              147.5  
1981      6               13.2              107.6  
1981      7               13.1              258.7  
1981      8               14.7              108.5  
1981      9               11.6              265.1  
1981     10                6.3              231.4  
1981     11                0.8              130.4  
1981     12               -2.6              210.0  
1982      1               -0.9              141.1  
1982      2               -1.7               24.0  
1982      3                0.1               93.2  
1982      4                3.4               64.1  
1982      5                9.8               86.5  
1982      6               13.5              183.2  
1982      7               15.7              140.0  
1982      8               13.6              155.8  
1982      9               13.3              184.1  
1982     10                6.8               64.7  
1982     11                3.5               80.8  
1982     12               -1.1               86.7  
1983      1               -0.3              144.8  
1983      2               -5.1               65.9  
1983      3                1.9               55.9  
1983      4                6.6              112.9  
1983      5                7.9              273.8  
1983      6               13.6              108.5  
1983      7               18.4               39.7  
1983      8               14.4              131.0  
1983      9               11.5              202.4  
1983     10                7.1               76.6  
1983     11                1.3              129.9  
1983     12               -1.6              103.7  
1984      1               -2.3              120.2  
1984      2               -4.7              103.0  
1984      3               -1.4               57.2  
1984      4                3.9               56.5  
1984      5                7.4               83.7  
1984      6               12.0              142.5  
1984      7               14.0              142.7  
1984      8               13.5              151.4  
1984      9                9.1              342.4  
1984     10                7.8               89.7  
1984     11                6.1               67.1  
1984     12               -0.7               71.1  
1985      1               -7.6               73.3  
1985      2               -2.7               97.2  
1985      3                0.1               57.6  
1985      4                5.0              139.0  
1985      5               10.2              111.1  
1985      6               11.1              180.5  
1985      7               15.8              145.8  
1985      8               13.5              284.9  
1985      9               12.2               70.3  
1985     10                7.1                5.8  
1985     11               -2.2              103.0  
1985     12                0.9               32.4  
1986      1               -2.7              214.0  
1986      2               -6.7               39.4  
1986      3                1.3              125.2  
1986      4                3.5              228.9  
1986      5               11.9              159.2  
1986      6               12.7              152.7  
1986      7               14.0              160.8  
1986      8               13.9              166.5  
1986      9               11.2               45.9  
1986     10                8.1               84.4  
1986     11                2.8               69.5  
1986     12               -1.4              190.5  
1987      1               -7.7              118.4  
1987      2               -1.5              102.2  
1987      3               -2.6               95.3  
1987      4                5.8               99.1  
1987      5                7.0              221.9  
1987      6               11.0              275.4  
1987      7               14.9              311.8  
1987      8               13.9              155.4  
1987      9               14.2               85.5  
1987     10                9.5               47.4  
1987     11                2.2              106.7  
1987     12                0.8               94.0  
1988      1                1.9               90.4  
1988      2               -1.6              115.8  
1988      3               -0.9              308.9  
1988      4                6.1               73.9  
1988      5               11.5              100.2  
1988      6               11.9              168.8  
1988      7               14.7              171.4  
1988      8               14.5              160.3  
1988      9               11.0               87.0  
1988     10                9.5              162.2  
1988     11               -0.3               71.2  
1988     12               -1.3              197.5  
1989      1               -1.8               14.2  
1989      2                0.9               63.5  
1989      3                4.5               96.4  
1989      4                5.3              127.2  
1989      5               10.7               68.9  
1989      6               11.6              140.3  
1989      7               15.1              140.3  
1989      8               14.1              213.5  
1989      9               11.1              112.8  
1989     10                8.2               94.7  
1989     11                0.9               87.1  
1989     12                0.1               61.6  
1990      1               -1.2               27.1  
1990      2                3.6              289.4  
1990      3                3.5               77.9  
1990      4                4.1              120.1  
1990      5               11.7               77.2  
1990      6               12.2              219.8  
1990      7               14.8              119.1  
1990      8               15.1              127.7  
1990      9               10.2              122.2  
1990     10               10.1               83.8  
1990     11                1.0              166.4  
1990     12               -4.4               73.5  
1991      1               -3.4               72.0  
1991      2               -3.5               35.4  
1991      3                5.2               80.6  
1991      4                4.0               89.6  
1991      5                6.0              146.6  
1991      6               11.7              273.1  
1991      7               16.3              192.2  
1991      8               15.9               49.2  
1991      9               13.8              237.3  
1991     10                6.0               41.1  
1991     11                1.5               73.9  
1991     12               -3.7              193.0  
1992      1               -3.0               15.2  
1992      2               -1.0              124.3  
1992      3                1.9              234.9  
1992      4                4.8              108.0  
1992      5               11.7               33.8  
1992      6               12.8               90.0  
1992      7               15.4              176.8  
1992      8               17.3              209.5  
1992      9               11.9              103.3  
1992     10                5.2               96.5  
1992     11                3.9              249.1  
1992     12               -1.2               90.2  
1993      1               -0.2               77.6  
1993      2               -2.5               49.1  
1993      3                0.6               61.1  
1993      4                7.2              124.9  
1993      5               11.9              102.5  
1993      6               13.4              175.7  
1993      7               13.2              266.9  
1993      8               14.6              199.3  
1993      9               10.8              206.0  
1993     10                6.3              269.0  
1993     11               -1.2               35.6  
1993     12               -0.3              168.3  
1994      1               -0.6              125.0  
1994      2               -0.4               41.6  
1994      3                5.7               75.6  
1994      4                4.2              119.3  
1994      5               10.7              168.5  
1994      6               13.6              117.7  
1994      7               17.6              115.2  
1994      8               15.7              185.5  
1994      9               11.9              172.4  
1994     10                7.7               31.7  
1994     11                5.8               80.2  
1994     12               -0.6              104.2  
1995      1               -3.1              191.2  
1995      2                1.4               89.6  
1995      3                0.0              153.9  
1995      4                5.6              146.4  
1995      5                9.9              134.0  
1995      6               11.1              166.5  
1995      7               17.1              197.3  
1995      8               13.8              228.2  
1995      9                9.3              157.1  
1995     10               10.5                4.4  
1995     11                2.0               93.4  
1995     12               -1.1              116.5  
1996      1                0.8                3.3  
1996      2               -2.7               52.8  
1996      3                0.0               81.6  
1996      4                6.6               60.0  
1996      5                9.6              233.3  
1996      6               14.1               91.6  
1996      7               13.7              203.1  
1996      8               13.7              199.5  
1996      9                8.2               96.4  
1996     10                7.4              131.2  
1996     11                2.0              214.2  
1996     12               -1.8               31.7  
1997      1               -1.3                2.9  
1997      2                1.0               80.9  
1997      3                4.0               99.4  
1997      4                4.4              131.5  
1997      5               10.7               83.2  
1997      6               12.9              259.3  
1997      7               13.3              266.8  
1997      8               15.9              175.1  
1997      9               12.9               41.8  
1997     10                6.6               91.2  
1997     11                3.2               85.5  
1997     12                0.0              131.9  
1998      1               -1.0               72.3  
1998      2                1.3               23.3  
1998      3                1.3              122.6  
1998      4                5.5              133.2  
1998      5               11.4               41.0  
1998      6               14.1              157.6  
1998      7               15.0              173.2  
1998      8               15.1              133.5  
1998      9               10.8              260.3  
1998     10                6.7              147.8  
1998     11               -1.8              124.2  
1998     12               -1.8               63.4  
1999      1               -0.4              101.6  
1999      2               -4.1              314.0  
1999      3                2.5               91.2  
1999      4                4.9              130.7  
1999      5               12.4              227.2  
1999      6               11.9              270.7  
1999      7               15.4               97.7  
1999      8               14.9              213.0  
1999      9               13.8              198.0  
1999     10                8.0               90.2  
1999     11               -0.9              111.6  
1999     12               -1.6              160.4  
2000      1               -3.9               93.2  
2000      2                0.1              160.9  
2000      3                1.4              188.2  
2000      4                7.3               98.8  
2000      5               12.3               99.7  
2000      6               14.9              102.4  
2000      7               12.8              240.2  
2000      8               15.9              200.9  
2000      9               12.0              127.8  
2000     10                7.8              166.3  
2000     11                2.8              185.8  
2000     12                2.1               30.2  
2001      1               -0.8               67.4  
2001      2                0.0              117.0  
2001      3                4.4              169.0  
2001      4                3.8              194.5  
2001      5               12.9               65.9  
2001      6               11.9              273.2  
2001      7               15.2              195.7  
2001      8               16.1              169.9  
2001      9                8.2              201.3  
2001     10               11.0               59.2  
2001     11               -0.6              120.9  
2001     12               -4.7               80.3  
2002      1               -2.2               28.7  
2002      2                2.0              109.4  
2002      3                4.1              153.8  
2002      4                6.4               79.3  
2002      5               10.5              236.9  
2002      6               16.1               73.7  
2002      7               14.8              188.5  
2002      8               14.2              180.2  
2002      9               10.1              149.9  
2002     10                7.8              111.7  
2002     11                4.1              427.4  
2002     12                0.4              140.3  
2003      1               -3.6              110.6  
2003      2               -4.8               56.0  
2003      3                3.8               27.2  
2003      4                6.6               53.0  
2003      5               11.9              162.6  
2003      6               18.4               78.7  
2003      7               16.2              152.6  
2003      8               18.7               97.5  
2003      9               11.4               54.9  
2003     10                4.2              208.8  
2003     11                5.2               68.5  
2003     12                0.6               77.5  
2004      1               -2.7              186.8  
2004      2               -1.1               53.9  
2004      3                1.3               59.2  
2004      4                6.6               65.2  
2004      5                8.8              109.9  
2004      6               13.1              192.1  
2004      7               14.8              114.4  
2004      8               15.1              223.0  
2004      9               11.7              131.3  
2004     10                9.5              112.3  
2004     11                0.7               45.1  
2004     12               -1.5               54.3  
2005      1               -3.4              109.2  
2005      2               -5.1              101.4  
2005      3                1.2               43.1  
2005      4                6.8               84.0  
2005      5               11.0              147.7  
2005      6               15.0              123.1  
2005      7               14.8              185.9  
2005      8               12.7              287.0  
2005      9               12.8               51.9  
2005     10                8.7               52.9  
2005     11                1.2               31.8  
2005     12               -4.4              109.8  
2006      1               -3.8               63.0  
2006      2               -2.7               70.5  
2006      3               -0.6              124.5  
2006      4                6.0              112.3  
2006      5               10.4              212.7  
2006      6               14.5               95.1  
2006      7               18.9               80.1  
2006      8               11.5              255.7  
2006      9               14.5              113.7  
2006     10               10.9               46.7  
2006     11                5.3               87.8  
2006     12                0.3               75.0  
2007      1                0.4              123.2  
2007      2                1.5               73.3  
2007      3                2.7              110.0  
2007      4               11.3               31.8  
2007      5               11.4              211.8  
2007      6               14.2              166.7  
2007      7               14.7              217.0  
2007      8               14.0              239.2  
2007      9               10.0              123.4  
2007     10                6.8               23.4  
2007     11                0.2              144.1  
2007     12               -2.3              100.3  
2008      1                1.0               87.3  
2008      2                1.3               32.2  
2008      3                0.9              166.4  
2008      4                5.1              169.5  
2008      5               12.8               29.8  
2008      6               14.4              157.4  
2008      7               14.6              256.6  
2008      8               14.8              202.0  
2008      9               10.1              202.7  
2008     10                7.5              117.6  
2008     11                2.8              111.2  
2008     12               -1.7              111.2  
2009      1               -4.4               38.3  
2009      2               -1.8              112.7  
2009      3                0.8              138.7  
2009      4                8.6               65.1  
2009      5               13.0               70.1  
2009      6               13.0              160.9  
2009      7               15.2              244.1  
2009      8               16.5              124.3  
2009      9               12.9               73.3  
2009     10                6.7              103.3  
2009     11                5.1              137.3  
2009     12               -2.0               81.2  
2010      1               -4.7               42.9  
2010      2               -1.7               31.2  
2010      3                1.4               84.2  
2010      4                7.1               56.3  
2010      5                8.8              220.9  
2010      6               13.9              105.0  
2010      7               16.6              230.6  
2010      8               13.8              302.9  
2010      9               10.3              123.8  
2010     10                6.8               93.2  
2010     11                2.5              135.7  
2010     12               -2.6               60.6  
2011      1               -1.8               62.8  
2011      2                0.2               48.4  
2011      3                3.9               33.3  
2011      4                9.7               28.8  
2011      5               12.0              111.6  
2011      6               13.6              159.3  
2011      7               13.3              211.4  
2011      8               16.2              157.9  
2011      9               13.2              111.8  
2011     10                6.9              138.0  
2011     11                4.7                3.4  
2011     12                0.2              271.9  
2012      1               -1.9              162.6  
2012      2               -7.2               30.4  
2012      3                4.0               53.7  
2012      4                6.6               94.5  
2012      5               11.4              101.3  
2012      6               14.6              245.6  
2012      7               14.9              118.6  
2012      8               16.4              196.9  
2012      9               11.8              153.4  
2012     10                8.0              158.2  
2012     11                4.0               94.0  
2012     12               -1.2              217.7  
2013      1               -2.1               94.7  
2013      2               -4.7               81.6  
2013      3                0.9               44.0  
2013      4                6.3              117.4  
2013      5                8.4              212.1  
2013      6               13.2              126.8  
2013      7               17.1              111.1  
2013      8               15.3              163.0  
2013      9               11.7              173.4  
2013     10                9.8              146.4  
2013     11                0.7              139.1  
2013     12               -0.2               65.4  
2014      1                1.2               54.3  
2014      2                1.7               87.0  
2014      3                4.4               71.1  
2014      4                8.2               99.9  
2014      5                9.7              149.2  
2014      6               14.3              150.1  
2014      7               14.9              253.0  
2014      8               13.4              165.8  
2014      9               12.1               86.5  
2014     10               10.0              146.6  
2014     11                6.7              169.5  
2014     12                0.5               88.6  
2015      1               -0.9              147.1  
2015      2               -2.7               48.0  
2015      3                3.2              144.8  
2015      4                7.0               86.7  
2015      5               10.8              213.5  
2015      6               15.0              131.7  
2015      7               18.4               59.4  
2015      8               16.8              107.1  
2015      9               10.5              185.5  
2015     10                7.3               88.2  
2015     11                4.7               92.7  
2015     12                2.5               22.1  
2016      1               -0.4              150.5  
2016      2                1.2              113.9  
2016      3                2.1               65.2  
2016      4                7.0              146.9  
2016      5               10.1              215.8  
2016      6               13.4              263.2  
2016      7               15.9              198.2  
2016      8               15.5              120.4  
2016      9               13.6              108.2  
2016     10                7.1               60.6  
2016     11                4.0               86.4  
2016     12                0.1                5.0  
2017      1               -5.5              117.8  
2017      2                1.9               87.8  
2017      3                5.8              214.0  
2017      4                5.7              136.2  
2017      5               12.1               63.9  
2017      6               16.3              201.6  
2017      7               15.8              193.5  
2017      8               16.4              195.9  
2017      9                9.8              186.2  
2017     10                8.4              100.3  
2017     11                1.1              122.9  
2017     12               -1.9              168.8  
2018      1                2.0              266.3  
2018      2               -4.2               56.1  
2018      3                1.9              117.9  
2018      4               10.7               36.0  
2018      5               12.5               84.7  
2018      6               15.3               74.3  
2018      7               17.4              108.2  
2018      8               16.9              134.9  
2018      9               13.3               97.2  
2018     10                9.3              133.9  
2018     11                5.1               11.8  
2018     12                0.2              260.8  
2019      1               -4.0              163.5  
2019      2                0.8               43.0  
2019      3                3.3              129.6  
2019      4                7.0              140.8  
2019      5                7.8              119.3  
2019      6               16.9              117.5  
2019      7               17.1              151.4  
2019      8               15.9              230.9  
2019      9               12.2              139.0  
2019     10               10.3              180.8  
2019     11                3.6              126.4  
2019     12                2.2              119.0  
2020      1                0.0               53.6  
2020      2                2.2              156.3  
2020      3                3.1               75.4  
2020      4                9.7               64.8  
2020      5               11.1              105.7  
2020      6               13.4              203.7  
2020      7               16.1              147.9  
2020      8               15.8              290.9  
2020      9               12.9              100.5  
2020     10                7.2              213.2  
2020     11                3.7               21.5  
2020     12               -0.3              100.8  
2021      1               -3.3              240.9  
2021      2                1.4               44.1  
2021      3                1.8              104.9  
2021      4                5.2               40.5  
2021      5                8.2              143.4  
2021      6               16.1              139.3  
2021      7               15.0              329.8  
2021      8               14.2              182.2  
2021      9               13.2               87.3  
2021     10                7.8               40.9  
2021     11                1.9              108.6  
2021     12               -1.2              129.6  
2022      1               -1.9               48.8  
2022      2                0.1              116.5  
2022      3                4.3               15.4  
2022      4                6.6              114.4  
2022      5               12.9              103.9  
2022      6               16.4              184.7  
2022      7               17.4               92.3  
2022      8               16.7              141.9  
2022      9               11.0              171.3  
2022     10               12.0              121.7  
2022     11                4.7               65.1  
2022     12                0.1              109.1  
2023      1               -1.0               43.5  
2023      2                0.2               50.5  
2023      3                3.8              165.6  
2023      4                5.5              165.1  
2023      5               11.0              130.3  
2023      6               16.3               97.2  
2023      7               16.9              201.2  
2023      8               16.1              282.2  
2023      9               15.2              167.2  
2023     10               11.2              194.8  
2023     11                2.8              337.6  
2023     12                1.1              286.5  
2024      1               -0.8              127.6  
2024      2                4.9               75.0  
2024      3                5.8              247.9  
2024      4                7.5              161.1  
2024      5               11.2              198.8  
2024      6               15.0              225.9  
2024      7               17.1              139.9  
